화장실명,소재지도로명주소,비상벨설치여부,개방시간상세,male,female
선부파출소 화장실,"경기도 안산시 단원구 선부광장1로 150 (선부동, 선부파출소)",N,00:00~24:00,1,1
백운동 행정복지센터,"경기도 안산시 단원구 원선로 31 (원곡동,백운동행정복지센터)",Y,09:00~18:00,1,1
별망어촌문화관,"경기도 안산시 단원구 시화호수로 553, 안산별망 어촌문화관 (성곡동)",Y,09:00~18:00,1,1
별빛광장 화장실,경기도 안산시 단원구 고잔동 719-1,Y,00:00~24:00,1,1
보노마루(소규모공연장),"경기도 안산시 상록구 본오로 182, 소규모공연장 (본오동)",Y,09:00~18:00,1,1
본오1동 행정복지센터,"경기도 안산시 상록구 샘골로 16 (본오동, 본오1동주민센터)",Y,09:00~18:00,1,1
본오1동작은도서관,"경기도 안산시 상록구 오목로7길 15, 본오1동작은도서관 (본오동)",N,09:00~18:00,1,1
본오2동 행정복지센터 1층,경기도 안산시 상록구 각골로 75 (본오동),N,09:00~18:00,1,1
본오3동 행정복지센터,"경기도 안산시 상록구 용신로 376 (본오동, 본오3동주민센터)",Y,09:00~18:00,1,1
본오도서관,"경기도 안산시 상록구 각골로 49, 본오도서관 (본오동)",Y,08:00~22:00,1,1
83호 수변공원,경기도 안산시 단원구 원시동 841,Y,00:00~24:00,1,1
87호 문화공원,경기도 안산시 단원구 성곡동 847-2 반달섬1로 29(지번주소는 수정대상임),Y,00:00~24:00 + 2023년 개방 예정,1,1
87호 문화공원 관리사무소,경기도 안산시 단원구 성곡동 847-2 반달섬1로 51(지번주소는 수정대상임),Y,00:00~24:00 + 2023년 개방예정,1,1
각골체육관,경기도 안산시 상록구 석호로 400 (본오동),Y,06:00~22:00,1,1
각골체육관(야외),"경기도 안산시 상록구 석호로 400, 각골체육관 (본오동)",Y,06:00~22:00,1,1
갈대습지 야외화장실(생태다리),경기도 안산시 상록구 갈대습지로 56 (사동),Y,00:00~24:00,1,1
감골도서관 화장실,경기도 안산시 상록구 감골공원안길 16-1 (사동),Y,08:00~23:00,1,1
감골시민홀,"경기도 안산시 상록구 석호로 226 (사동, 감골실내체육관)",Y,09:00~18:00,1,0
성어공원 화장실,경기도 안산시 상록구 고잔로 162 (성포동),Y,00:00~24:00,0,1
성포공원 화장실,경기도 안산시 상록구 성포로 6 (성포동),Y,00:00~24:00,0,1
성포도서관,경기도 안산시 상록구 충장로 528 (성포동),N,09:00~18:00,1,0
상록청소년수련관,"경기도 안산시 상록구 삼일로 696 (성포동, 청소년수련관)",N,09:00~22:00,1,1
성포동 행정복지센터,경기도 안산시 상록구 충장로 468(성포동),Y,09:00~18:00,1,1
성포예술광장1,경기도 안산시 상록구 예술광장로 36 (성포동),Y,00:00~24:00,1,1
성포체육관,경기도 안산시 상록구 예술광장1로 80 (성포동),N,06:00~22:00,1,1
성호공원(1구역) 관리사 화장실,"경기도 안산시 상록구 성호로 333, 부곡도서관 (부곡동)",Y,00:00~24:00,0,1
성호공원(2구역) 관리사 화장실,경기도 안산시 상록구 성호로 189 (부곡동),Y,00:00~24:00,1,1
가남체육공원화장실,경기도 여주시 가남읍 대명산길 98,N,00:00~00:00,1,1
여주추모공원화장실,"경기도 여주시 가남읍 여주남로 769, 여주 추모공원 관리사무소",Y,00:00~00:00,1,1
성호공원(2구역) 부곡동 부근 화장실,경기도 안산시 상록구 성호로 189 (부곡동),Y,00:00~24:00,0,1
성호공원(2구역) 성호기념관 부근,"경기도 안산시 상록구 성호로 113 (이동, 안산식물원)",Y,00:00~24:00,1,0
성호공원(2구역) 식물원 옆 화장실,"경기도 안산시 상록구 성호로 113 (이동, 안산식물원)",Y,00:00~24:00,1,0
성호공원(2구역) 운동장,경기도 안산시 상록구 성호로 189 (부곡동),Y,00:00~24:00,0,1
성호공원(3구역) 관리사 화장실,경기도 안산시 상록구 일동 705,Y,00:00~24:00,1,1
성호공원(3구역) 명품공원,"경기도 안산시 상록구 성호로 53 (일동, 일동주민센터)",Y,00:00~24:00,1,1
성호공원(3구역) 안산1대학 방향 화장실,경기도 안산시 상록구 일동 711,Y,00:00~24:00,1,0
성호공원(3구역) 철쭉동산 화장실,경기도 안산시 상록구 수인로 1345,Y,00:00~24:00,1,0
성호공원(3구역) 홈플러스 방향,경기도 안산시 상록구 이동 618-2,Y,00:00~24:00,1,0
성호박물관,"경기도 안산시 상록구 성호로 131 (이동, 성호박물관)",Y,09:00~18:00,1,0
성호체육문화센터,경기도 안산시 상록구 성호로 43(일동),Y,06:00~22:00,3,3
돌안말운동장,경기도 안산시 단원구 신원로 158 (성곡동),N,00:00~24:00,1,1
둔배미복지센터,경기도 안산시 단원구 신촌3길 11(초지동),Y,09:00~18:00,2,2
본오종합사회복지관 화장실,"경기도 안산시 상록구 이호로 39 (본오동, 본오종합사회복지관)",N,09:00~18:00,0,1
부곡도서관,경기도 안산시 상록구 성호로 333 (부곡동),N,09:00~22:00,1,0
부곡동행정복지센터 화장실,"경기도 안산시 상록구 성호로 326 (부곡동, 부곡동주민센터)",N,09:00~18:00,1,1
부곡종합사회복지관,경기도 안산시 상록구 성호로 303 (부곡동),Y,09:00~18:00,1,1
부곡파출소,경기도 안산시 상록구 성호로 324 (부곡동),N,00:00~24:00,1,1
가남읍사무소화장실,"경기도 여주시 가남읍 태평중앙1길 20, 가남읍사무소",N,08:00~18:00,1,1
감골운동장,"경기도 안산시 상록구 석호로 226 (사동, 감골실내체육관)",Y,00:00~24:00,1,1
금사리공중화장실,경기도 여주시 금사면 금사리 661,N,00:00~00:00,1,0
금사면주민자치센터화장실,"경기도 여주시 금사면 서원길 2-4, 복지회관",N,0800~18:00,1,0
금사체육공원화장실,"경기도 여주시 금사면 이여로 1278, 금사근린공원",N,08:00~18:00,1,1
금사면사무소화장실,"경기도 여주시 금사면 이포로 27, 금사면사무소",N,08:00~18:00,1,0
금사면사무소화장실,"경기도 여주시 금사면 이포로 27, 금사면사무소 2층",N,08:00~18:00,1,0
둔배미체육관,경기도 안산시 단원구 광덕2로 55 (초지동),N,00:00~24:00,1,0
마로니에공원 화장실,경기도 안산시 상록구 용신로 143 (사동),Y,00:00~24:00,1,1
사동 7호공원 화장실,경기도 안산시 상록구 사동 1645,Y,09:00~18:00,1,1
사동 8호공원 화장실,경기도 안산시 상록구 사동 1512-2번지,Y,00:00~24:00,1,1
사동복지센터 화장실,"경기도 안산시 상록구 장화2길 20 (사동, 사동복지센터)",N,09:00~18:00,1,1
능서면복지회관화장실,"경기도 여주시 능서면 능서공원길 99, 능서면 복지회관",N,08:00~18:00,1,1
능서면복지회관화장실,"경기도 여주시 능서면 능서공원길 99, 능서면 복지회관",N,08:00~18:00,1,1
세종대왕릉역화장실,"경기도 여주시 능서면 양화로 877, 세종대왕릉역",Y,06:00~24:00,1,1
세종대왕유적관리사무소화장실,경기도 여주시 능서면 영릉로 269-10,N,09:00~18:00,1,1
여주보화장실,경기도 여주시 능서면 영릉로 560,N,08:00~18:00,1,1
물빛공원 화장실,경기도 안산시 단원구 성곡동 797-1,Y,00:00~24:00,1,1
민방위교육장 화장실,"경기도 안산시 상록구 예술광장1로 32 (월피동, 민방위교육장)",N,00:00~24:00,1,0
민속공원화장실,경기도 안산시 단원구 한양대학로 142 (고잔동),Y,09:00~18:00,1,1
민속운동장(제26주구),경기도 안산시 단원구 고잔동 779,N,00:00~24:00,1,1
바다향기수목원 (장미원),경기도 안산시 단원구 대부황금로 399 (선감동),Y,09:00~18:00,1,1
바다향기수목원(도서식물원),경기도 안산시 단원구 대부황금로 399 (선감동),Y,09:00~18:00,1,1
바다향기수목원(동측방문자),경기도 안산시 단원구 대부황금로 399 (선감동),Y,09:00~18:00,1,1
바다향기수목원(바다너울원),경기도 안산시 단원구 대부황금로 399 (선감동),Y,09:00~18:00,1,1
사리역사,"경기도 안산시 상록구 충장로 103 (사동, 사리역)",Y,04:30~00:20,1,1
사세충열문공원화장실,경기도 안산시 단원구 와동 151번지,Y,09:00~17:00,1,1
사이동 행정복지센터,"경기도 안산시 상록구 감골1로 52 (사동, 사이동주민센터)",N,09:00~18:00,1,1
산업지원본부가동,"경기도 안산시 단원구 중앙대로 685, 산업지원본부 (초지동)",N,00:00~24:00,1,0
여주수상센터화장실,"경기도 여주시 강변북로 163, 여주수상센터 1층 (현암동)",Y,08:00~18:00,1,1
E-마트화장실,"경기도 여주시 세종로 151, 여주 이마트 (홍문동)",Y,09:00~22:00,1,1
E-마트화장실,"경기도 여주시 세종로 151, 여주 이마트 (홍문동)",Y,09:00~22:00,1,1
여성비젼센터,"경기도 안산시 단원구 고잔로 28 (고잔동, 안산시여성비젼센터)",Y,00:00~24:00,0,1
온누리공원 화장실,경기도 안산시 단원구 성곡동 793,Y,00:00~24:00,1,1
바다향기수목원(전망대 삼거리),경기도 안산시 단원구 대부황금로 399 (선감동),Y,09:00~18:00,1,1
바다향기수목원6(서측),"경기도 안산시 단원구 대부황금로 399, 바다향기수목원 (선감동)",Y,09:00~18:00,1,1
반달공원 화장실,"경기도 안산시 상록구 반월새싹길 9-10, 반달공원 (건건동)",Y,00:00~24:00,1,1
반달섬(68호 수변공원) 화장실,경기도 안산시 단원구 반달섬1로 70 (성곡동),Y,00:00~24:00,1,1
반월119안전센터,경기도 안산시 상록구 건지미길 48 (건건동),N,00:00~24:00,1,1
반월공단우체국 화장실,"경기도 안산시 단원구 동산로 41 (원시동, 반월공단우체국)",N,09:00~18:00,1,0
반월공원 화장실,경기도 안산시 상록구 오목로 104 (본오동),Y,09:00~18:00,1,1
반월농협,경기도 안산시 상록구 건건로 37 (건건동),N,09:00~18:00,2,0
반월도서관,경기도 안산시 상록구 반월새싹길 39-3 (건건동),Y,07:00~22:00,2,2
상록구노인복지관,경기도 안산시 상록구 고잔로 162 (성포동),N,평일09:00~18:00+토요일09:00~16:00(공휴일 미개방),1,1
상록구청1층 화장실,"경기도 안산시 상록구 석호로 110 (사동, 상록구청)",Y,09:00~18:00,1,1
상록수 스포츠존,경기도 안산시 상록구 본오동 876-6,Y,00:00~24:00,1,1
상록수공원 화장실,경기도 안산시 상록구 샘골서길 64 (본오동),Y,00:00~24:00,1,1
상록수보건소 1층 화장실,"경기도 안산시 상록구 차돌배기로1길 5 (사동, 상록수보건소)",Y,09:00~18:00,1,1
상록수역,"경기도 안산시 상록구 상록수로 61 (본오동, 상록수역)",Y,04:30~00:25,2,2
상록수체육관,"경기도 안산시 상록구 용신로 422 (본오동, 상록수체육관)",Y,06:00~22:00,5,5
상록어린이도서관,경기도 안산시 상록구 구룡체육관로 45 (일동),N,09:00~18:00,1,1
대덕청소년과학관,"경기도 안산시 상록구 삼일로 696 (성포동, 상록청소년수련관)",N,09:00~18:00,1,1
상하수도사업소,경기도 안산시 단원구 고잔로 27 (고잔동),Y,09:00~18:00,1,1
샛터공원(추가),경기도 안산시 단원구 선부동 산 119-2,Y,00:00~24:00,0,1
900동화장실,"경기도 여주시 명품로 360, 여주프리미엄아울렛 900동 (상거동)",Y,09:00~22:00,1,1
어울림공원 4 화장실,경기도 안산시 상록구 감골로 200 (사동),Y,09:00~18:00,1,1
어울림공원 6 화장실,경기도 안산시 상록구 감골로 200 (사동),Y,00:00~24:00,1,1
어울림공원 태영아파트 앞,경기도 안산시 상록구 감골로 200 (본오동),Y,00:00~24:00,1,1
해여림식물원화장실,"경기도 여주시 산북면 해여림로 78, 해여림식물원",N,09:00~18:00,1,1
어울림공원 화장실(2구역),경기도 안산시 상록구 감골로 200 (사동),Y,00:00~24:00,1,1
어촌민속박물관,경기도 안산시 단원구 대부황금로7 (선감동),Y,09:00~18:00,1,1
여주시청신관1층화장실,"경기도 여주시 세종로 1, 여주시청(신관) (홍문동)",N,09:00~18:00,1,1
여주시청본관1층화장실,"경기도 여주시 세종로 1, 여주시청본관 (홍문동)",N,09:00~18:00,1,1
반월동 행정복지센터 별관,경기도 안산시 상록구 건건로 51-1 (별관),N,00:00~22:00,1,1
반월역,경기도 안산시 상록구 건건로 119-10 (건건동),Y,04:00~01:00,1,1
방아머리공원 화장실,경기도 안산시 단원구 대부북동 1984,Y,00:00~24:00,1,1
방아머리공원(솔밭),경기도 안산시 단원구 대부북동 1985,Y,00:00~24:00,0,1
방아머리공원(주차장),경기도 안산시 단원구 대부황금로 1546 (대부북동),Y,00:00~24:00,1,1
방아머리해변 화장실,경기도 안산시 단원구 대부북동 1985,Y,00:00~24:00,1,1
배나물야구장,경기도 안산시 단원구 신원로 301-15 (목내동),N,09:00~18:00,0,1
여주수상센터화장실,"경기도 여주시 강변북로 163, 여주수상센터 2층 (현암동)",Y,08:00~18:00,1,1
제1주차장공중화장실,경기도 여주시 강변유원지길 60 (연양동),Y,00:00~00:00,1,1
금은모래캠핑장관리본동화장실,"경기도 여주시 강변유원지길 105, 리버스랜드 (연양동)",Y,00:00~00:00,1,1
제2주차장공중화장실,경기도 여주시 강변유원지길 55 (연양동),N,00:00~00:00,1,1
금은모래강변공원주차장화장실,경기도 여주시 강변유원지길 107 (연양동),N,00:00~00:00,1,1
강천섬관리사무소화장실,경기도 여주시 강천면 강천리길 88,N,08:00~21:00,1,1
석수골 작은도서관,"경기도 안산시 단원구 석수로9길 20 (선부동, 석수골 작은도서관)",N,09:00~18:00,1,1
안산교육지원청 소통관,경기도 안산시 상록구 석호공원로5길 8 (사동),Y,09:00~18:00,1,1
백운공원 화장실,경기도 안산시 단원구 원곡동 산 100,Y,00:00~24:00,0,1
경기도청소년수련원 본관 1층 화장실,"경기도 안산시 단원구 선감로 255 (선감동, 경기도청소년수련원)",N,09:00~18:00,1,1
경기도청소년수련원 야외 화장실,"경기도 안산시 단원구 선감로 255 (선감동, 경기도청소년수련원)",N,00:00~24:00,1,1
고잔공원 화장실,경기도 안산시 단원구 고잔동 713-2번지,Y,00:00~24:00,1,1
고잔동 행정복지센터,"경기도 안산시 단원구 화정천동로 252, 고잔동행정복지센터 (고잔동)",Y,09:00~18:00,1,1
고잔역,"경기도 안산시 단원구 중앙대로 784 (고잔동, 고잔역)",Y,04:30~00:25,1,1
고잔파출소 민원인화장실,"경기도 안산시 단원구 화랑로 397 (고잔동, 고잔파출소)",N,00:00~24:00,1,1
근로복지공단 안산병원,경기도 안산시 상록구 구룡로 87 (일동),Y,08:30~17:30,1,1
근로자운동장,경기도 안산시 단원구 부부로6길 17 (원곡동),N,00:00~24:00,1,1
쪽빛공원 화장실,경기도 안산시 단원구 순환로 390 (와동),N,00:00~24:00,1,1
남산뜰 화장실,경기도 안산시 상록구 팔곡일동 129,N,00:00~24:00,1,1
노적봉공원 화장실,경기도 안산시 상록구 성포동 692,Y,00:00~24:00,1,1
노적봉화장실,"경기도 안산시 상록구 삼일로 696 (성포동, 상록청소년수련관)",Y,08:00~21:00,1,1
농수산물도매시장 관리동 1층,"경기도 안산시 상록구 충장로 312 (이동, 안산시농수산물도매시장)",Y,00:00~24:00,1,0
농업기술센터 화장실,"경기도 안산시 상록구 항가울로 222 (사동, 농업기술센터)",N,09:00~18:00,1,1
늘봄공원 화장실,경기도 안산시 단원구 목내동 521-3번지,Y,00:00~24:00,1,1
능안운동장,경기도 안산시 단원구 능안로 39-26 (목내동),Y,00:00~24:00,3,2
단비공원 화장실,경기도 안산시 단원구 성곡동 818-3번지,Y,00:00~24:00,1,1
단원구노인복지관,경기도 안산시 단원구 선부광장1로 134 (선부동),Y,09:00~18:00,1,1
단원구청 화장실,"경기도 안산시 단원구 화랑로 250, 단원구청, 단원보건소 (초지동)",Y,09:00~18:00,1,1
단원미술관 화장실,"경기도 안산시 상록구 충장로 422 (성포동, 단원미술전시관)",Y,10:00~18:00,3,3
단원보건소 화장실(1층),"경기도 안산시 단원구 화랑로 250, 단원구청, 단원보건소 (초지동)",Y,09:00~18:00,1,1
단원어린이도서관,"경기도 안산시 단원구 화정로 30, 단원어린이도서관 (초지동)",Y,09:00~18:00,1,1
